Number of Hotels,,Comment_Text,Name,Rating,Positive Polarity Scores,Negative Polarity Scores,Neutral Polarity Scores,CompoundPolarityScores
1145,44,Good,Condo Hotel Treetops Executive Residences (SG Clean),7,1,0,0,0.4404
1146,45,Wish to return but next time will request for a room facing the pool & with washer/dryer &,Condo Hotel Treetops Executive Residences (SG Clean),9,0.117,0,0.883,0.2144
1147,46,Very Good,Condo Hotel Treetops Executive Residences (SG Clean),8,0.762,0,0.238,0.4927
1148,47,10 day family Staycation,Condo Hotel Treetops Executive Residences (SG Clean),10,0,0,1,0
1149,48,Wonderful,Condo Hotel Treetops Executive Residences (SG Clean),9,1,0,0,0.5719
1150,49,Exceptional,Condo Hotel Treetops Executive Residences (SG Clean),10,0,0,1,0
1151,50,It was enjoyable. Unfortunately due to covid. Did not get to enjoy the facilities,Condo Hotel Treetops Executive Residences (SG Clean),10,0.153,0.266,0.581,-0.2796
1152,51,Wonderful,Condo Hotel Treetops Executive Residences (SG Clean),9,1,0,0,0.5719
1153,52,We shall return,Condo Hotel Treetops Executive Residences (SG Clean),9,0,0,1,0
1154,53,Excellent place for long stay especially if you had to deal with renovations at home.,Condo Hotel Treetops Executive Residences (SG Clean),10,0.209,0,0.791,0.5719
1155,54,Wonderful,Condo Hotel Treetops Executive Residences (SG Clean),9,1,0,0,0.5719
1156,55,Wonderful,Condo Hotel Treetops Executive Residences (SG Clean),9,1,0,0,0.5719
1157,56,Very Good,Condo Hotel Treetops Executive Residences (SG Clean),8,0.762,0,0.238,0.4927
1158,57,Exceptional,Condo Hotel Treetops Executive Residences (SG Clean),10,0,0,1,0
1159,58,Exceptional,Condo Hotel Treetops Executive Residences (SG Clean),10,0,0,1,0
1160,59,Excellent!,Condo Hotel Treetops Executive Residences (SG Clean),9,1,0,0,0.6114
1161,60,Comfortable family friendly place near to town,Condo Hotel Treetops Executive Residences (SG Clean),10,0.565,0,0.435,0.7579
1162,61,Loved it. Would stay again.,Condo Hotel Treetops Executive Residences (SG Clean),9,0.494,0,0.506,0.5994
1163,62,Wonderful,Condo Hotel Treetops Executive Residences (SG Clean),9,1,0,0,0.5719
1164,63,The place is excellent except the sink n kitchen and masterbedroom toilet is always choking even though I ask for help t,Condo HotelTreetops Executive Residences (SG Clean),7,0.252,0.118,0.63,0.5267
1165,64,Good,Condo Hotel Treetops Executive Residences (SG Clean),7,1,0,0,0.4404
1166,65,Great StayCay at Treetops!,Condo Hotel Treetops Executive Residences (SG Clean),9,0.594,0,0.406,0.6588
1167,66,Very Good,Condo Hotel Treetops Executive Residences (SG Clean),8,0.762,0,0.238,0.4927
1168,67,Wonderful,Condo Hotel Treetops Executive Residences (SG Clean),9,1,0,0,0.5719
1169,68,Exceptional,Condo Hotel Treetops Executive Residences (SG Clean),10,0,0,1,0
1170,69,Relaxing stay,Condo Hotel Treetops Executive Residences (SG Clean),9,0.762,0,0.238,0.4939
1171,70,Great,Condo Hotel Treetops Executive Residences (SG Clean),9,1,0,0,0.6249
1172,71,6 Days 5 Night Staycation,Condo Hotel Treetops Executive Residences (SG Clean),9,0,0,1,0
1173,72,Wonderful,Condo Hotel Treetops Executive Residences (SG Clean),9,1,0,0,0.5719
1174,73,Wonderful,Condo Hotel Treetops Executive Residences (SG Clean),9,1,0,0,0.5719
1175,74,Very omfortable stay.,Condo Hotel Treetops Executive Residences (SG Clean),8,0,0,1,0
1176,75,Poor,Condo Hotel Treetops Executive Residences (SG Clean),3,0,1,0,-0.4767
1177,76,"Thoroughly comfortable and enjoyable - a home away from home, very nice and well maintained property",Condo Hotel Treetops Executive Residences (SG Clean),8,0.55,0,0.45,0.9045
1178,77,Lovely family friendly place.,Condo Hotel Treetops Executive Residences (SG Clean),10,0.778,0,0.222,0.7906
1179,78,Very Good,Condo Hotel Treetops Executive Residences (SG Clean),8,0.762,0,0.238,0.4927
1180,79,"Good location, spacious room, nice discount.",Condo Hotel Treetops Executive Residences (SG Clean),9,0.588,0,0.412,0.6908
1181,80,Wonderful,Condo Hotel Treetops Executive Residences (SG Clean),9,1,0,0,0.5719
1182,81,Exceptional,Condo Hotel Treetops Executive Residences (SG Clean),10,0,0,1,0
1183,82,Exceptional,Condo Hotel Treetops Executive Residences (SG Clean),10,0,0,1,0
1184,83,Great!,Condo Hotel Treetops Executive Residences (SG Clean),9,1,0,0,0.6588
1185,84,Bad,Condo Hotel Treetops Executive Residences (SG Clean),1,0,1,0,-0.5423
1186,85,Very Good,Condo Hotel Treetops Executive Residences (SG Clean),8,0.762,0,0.238,0.4927
1187,86,Wonderful,Condo Hotel Treetops Executive Residences (SG Clean),9,1,0,0,0.5719
1188,87,Exceptional,Condo Hotel Treetops Executive Residences (SG Clean),10,0,0,1,0
1189,88,Very Good,Condo Hotel Treetops Executive Residences (SG Clean),8,0.762,0,0.238,0.4927
1190,89,A week at Treetops,Condo Hotel Treetops Executive Residences (SG Clean),10,0,0,1,0
1191,90,Exceptional,Condo Hotel Treetops Executive Residences (SG Clean),10,0,0,1,0
1192,91,Exceptional,Condo Hotel Treetops Executive Residences (SG Clean),10,0,0,1,0
1193,92,A perfect stay with the family.,Condo Hotel Treetops Executive Residences (SG Clean),9,0.481,0,0.519,0.5719
1194,93,Very Good,Condo Hotel Treetops Executive Residences (SG Clean),8.3,0.762,0,0.238,0.4927
1195,94,Exceptional,Condo Hotel Treetops Executive Residences (SG Clean),10,0,0,1,0
1196,95,Exceptional,Condo Hotel Treetops Executive Residences (SG Clean),10,0,0,1,0
1197,96,great hotel for a large family,Condo Hotel Treetops Executive Residences (SG Clean),10,0.506,0,0.494,0.6249
1198,97,Exceptional,Condo Hotel Treetops Executive Residences (SG Clean),10,0,0,1,0
1199,98,Wonderful,Condo Hotel Treetops Executive Residences (SG Clean),10,1,0,0,0.5719
1200,99,Very Good,Condo Hotel Treetops Executive Residences (SG Clean),8,0.762,0,0.238,0.4927
1201,0,"slightly priced higher than similar properties. nice location, clean rooms.",Condo Hotel Park Avenue Clemenceau (SG Clean),8,0.407,0,0.593,0.6705
1202,1,OK.,Condo Hotel Park Avenue Clemenceau (SG Clean),5,1,0,0,0.296
1203,2,A pleasant stay in a well placed hotel with easy access to all Singapore has to offer.,Condo Hotel Park Avenue Clemenceau (SG Clean),5,0.409,0,0.591,0.8074
1204,3,Wonderful,Condo Hotel Park Avenue Clemenceau (SG Clean),9,1,0,0,0.5719
1205,4,Wonderful,Condo Hotel Park Avenue Clemenceau (SG Clean),9,1,0,0,0.5719
1206,5,I had been a most enjoyable stay for my husband and I.,Condo Hotel Park Avenue Clemenceau (SG Clean),10,0.262,0,0.738,0.4927
1207,6,Good place in a great location.,Condo Hotel Park Avenue Clemenceau (SG Clean),9,0.7,0,0.3,0.7906
1208,7,Overall ok but definitely room for improvement,Condo Hotel Park Avenue Clemenceau (SG Clean),7,0.696,0,0.304,0.8462
1209,8,Wonderful,Condo Hotel Park Avenue Clemenceau (SG Clean),9,1,0,0,0.5719
1210,9,"Perfect for a place to stay after moving out of our apartment, before leaving Singapore.",Condo Hotel Park Avenue Clemenceau (SG Clean),10,0.222,0,0.778,0.5719
1211,10,"Great stay, nice view",Condo Hotel Park Avenue Clemenceau (SG Clean),10,0.775,0,0.225,0.7845
1212,11,Very Good,Condo Hotel Park Avenue Clemenceau (SG Clean),8,0.762,0,0.238,0.4927
1213,12,Great location and staff made for a comfortable and convenient stay,Condo Hotel Park Avenue Clemenceau (SG Clean),9,0.481,0,0.519,0.8126
1214,13,"Great price, location, apartments and excellent staff.",Condo Hotel Park Avenue Clemenceau (SG Clean),9,0.609,0,0.391,0.8316
1215,14,Wonderful,Condo Hotel Park Avenue Clemenceau (SG Clean),9,1,0,0,0.5719
1216,15,Apartment in central location,Condo Hotel Park Avenue Clemenceau (SG Clean),8,0,0,1,0
1217,16,would definitely recommend Park Avenue if you are looking for a service apartment near Robertson or Clark Quay,Condo Hotel Park Avenue Clemenceau (SG Clean),9,0.257,0,0.743,0.6369
1218,17,"Good location, reasonable value for money, welcoming staff.",Condo Hotel Park Avenue Clemenceau (SG Clean),7,0.621,0,0.379,0.802
1219,18,Exceptional,Condo Hotel Park Avenue Clemenceau (SG Clean),10,0,0,1,0
1220,19,Very Good,Condo Hotel Park Avenue Clemenceau (SG Clean),8,0.762,0,0.238,0.4927
1221,20,Very Good,Condo Hotel Park Avenue Clemenceau (SG Clean),8,0.762,0,0.238,0.4927
1222,21,Exceptional,Condo Hotel Park Avenue Clemenceau (SG Clean),10,0,0,1,0
1223,22,Very Good,Condo Hotel Park Avenue Clemenceau (SG Clean),8,0.762,0,0.238,0.4927
1224,23,Pleasant,Condo Hotel Park Avenue Clemenceau (SG Clean),6,1,0,0,0.5106
1225,24,Very Good,Condo Hotel Park Avenue Clemenceau (SG Clean),8,0.762,0,0.238,0.4927
1226,25,"comfortable, kind of feels like home away from home",Condo Hotel Park Avenue Clemenceau (SG Clean),8,0.453,0,0.547,0.7003
1227,26,Exceptional,Condo Hotel Park Avenue Clemenceau (SG Clean),10,0,0,1,0
1228,27,Stayed for over a month and had everything I needed to be comfortable and the staff were very helpful whenever I had a q,Condo Hotel Park Avenue Clemenceau (SG Clean),10,0.273,0,0.727,0.7501
1229,28,Exceptional,Condo Hotel Park Avenue Clemenceau (SG Clean),10,0,0,1,0
1230,29,Great place with lots of privacy,Condo Hotel Park Avenue Clemenceau (SG Clean),8,0.451,0,0.549,0.6249
1231,30,Good stay,Condo Hotel Park Avenue Clemenceau (SG Clean),8,0.744,0,0.256,0.4404
1232,31,Exceptional,Condo Hotel Park Avenue Clemenceau (SG Clean),10,0,0,1,0
1233,32,Very Good,Condo Hotel Park Avenue Clemenceau (SG Clean),8,0.762,0,0.238,0.4927
1234,33,"This is a perfect place for work , leisure or family",Condo Hotel Park Avenue Clemenceau (SG Clean),10,0.316,0,0.684,0.5719
1235,34,Good,Condo Hotel Park Avenue Clemenceau (SG Clean),7,1,0,0,0.4404
1236,35,Wonderful,Condo Hotel Park Avenue Clemenceau (SG Clean),9,1,0,0,0.5719
1237,36,"Gym is bad , old machines. Worse part is no window , air is bad.",Condo Hotel Park Avenue Clemenceau (SG Clean),6,0,0.577,0.423,-0.9062
1238,37,Very Good,Condo Hotel Park Avenue Clemenceau (SG Clean),8,0.762,0,0.238,0.4927
1239,38,Great location and pleasant stay,Condo Hotel Park Avenue Clemenceau (SG Clean),8,0.712,0,0.288,0.8126
1240,39,Generally an ok stay. The one bedroom apartment has good space.,Condo Hotel Park Avenue Clemenceau (SG Clean),6,0.362,0,0.638,0.6249
1241,40,Very Good,Condo Hotel Park Avenue Clemenceau (SG Clean),8,0.762,0,0.238,0.4927
1242,41,Exceptional,Condo Hotel Park Avenue Clemenceau (SG Clean),10,0,0,1,0
1243,42,Wonderful,Condo Hotel Park Avenue Clemenceau (SG Clean),9,1,0,0,0.5719
1244,43,Very Good,Condo Hotel Park Avenue Clemenceau (SG Clean),8,0.762,0,0.238,0.4927
1245,44,was a bit noisy in the room especially during at night can hear stumping from the room above and banging of doors,Condo Hotel Park Avenue Clemenceau (SG Clean),6,0,0.078,0.922,-0.1779
1246,45,Very Good,Condo Hotel Park Avenue Clemenceau (SG Clean),8,0.762,0,0.238,0.4927
1247,46,Very Good,Condo Hotel Park Avenue Clemenceau (SG Clean),8,0.762,0,0.238,0.4927
1248,47,Too old & smelly,Condo Hotel Park Avenue Clemenceau (SG Clean),3,0,0,1,0
1249,48,Very Good,Condo Hotel Park Avenue Clemenceau (SG Clean),8,0.762,0,0.238,0.4927
1250,49,Very Good,Condo Hotel Park Avenue Clemenceau (SG Clean),8,0.762,0,0.238,0.4927
1251,50,Good,Condo Hotel Park Avenue Clemenceau (SG Clean),7,1,0,0,0.4404
1252,51,Very Good,Condo Hotel Park Avenue Clemenceau (SG Clean),8,0.762,0,0.238,0.4927
1253,52,Exceptional,Condo Hotel Park Avenue Clemenceau (SG Clean),10,0,0,1,0
1254,53,I would definitely return here,Condo Hotel Park Avenue Clemenceau (SG Clean),10,0.474,0,0.526,0.4019
1255,54,Exceptional,Condo Hotel Park Avenue Clemenceau (SG Clean),10,0,0,1,0
1256,55,Good,Condo Hotel Park Avenue Clemenceau (SG Clean),7,1,0,0,0.4404
1257,56,Exceptional,Condo Hotel Park Avenue Clemenceau (SG Clean),10,0,0,1,0
1258,57,Poor,Condo Hotel Park Avenue Clemenceau (SG Clean),3.8,0,1,0,-0.4767
1259,58,Nice location.,Condo Hotel Park Avenue Clemenceau (SG Clean),8,0.737,0,0.263,0.4215
1260,59,overall nice stay & highly recommended,Condo Hotel Park Avenue Clemenceau (SG Clean),8,0.62,0,0.38,0.5984
1261,60,Exceptional,Condo Hotel Park Avenue Clemenceau (SG Clean),10,0,0,1,0
1262,61,Ideal location for exploring Singapore.,Condo Hotel Park Avenue Clemenceau (SG Clean),10,0.459,0,0.541,0.5267
1263,62,Would stay there again.,Condo Hotel Park Avenue Clemenceau (SG Clean),9,0,0,1,0
1264,63,Comfortable,Condo Hotel Park Avenue Clemenceau (SG Clean),7,1,0,0,0.5106
1265,64,Wonderful,Condo Hotel Park Avenue Clemenceau (SG Clean),9.2,1,0,0,0.5719
1266,65,Very Good,Condo Hotel Park Avenue Clemenceau (SG Clean),8,0.762,0,0.238,0.4927
1267,66,Wonderful,Condo Hotel Park Avenue Clemenceau (SG Clean),9,1,0,0,0.5719
1268,67,"Great room, good location",Condo Hotel Park Avenue Clemenceau (SG Clean),8,0.778,0,0.222,0.7906
1269,68,Great value.,Condo Hotel Park Avenue Clemenceau (SG Clean),7,1,0,0,0.7579
1270,69,Great OK,Condo Hotel Park Avenue Clemenceau (SG Clean),9,1,0,0,0.7925
1271,70,Excellent location,Condo Hotel Park Avenue Clemenceau (SG Clean),9.2,0.787,0,0.213,0.5719
1272,71,Very Good,Condo Hotel Park Avenue Clemenceau (SG Clean),8,0.762,0,0.238,0.4927
1273,72,All round great place to stay. Very convenient.,Condo Hotel Park Avenue Clemenceau (SG Clean),8,0.369,0,0.631,0.6249
1274,73,Awesome,Condo Hotel Park Avenue Clemenceau (SG Clean),9.2,1,0,0,0.6249
1275,74,Excellent,Condo Hotel Park Avenue Clemenceau (SG Clean),10,1,0,0,0.5719
1276,75,Exceptional,Condo Hotel Park Avenue Clemenceau (SG Clean),10,0,0,1,0
1277,76,"A well equipped, and very conveniently located apartment. Clean and comfortable.",Condo Hotel Park Avenue Clemenceau (SG Clean),10,0.536,0,0.464,0.7964
1278,77,Very Good,Condo Hotel Park Avenue Clemenceau (SG Clean),8,0.762,0,0.238,0.4927
1279,78,Wonderful,Condo Hotel Park Avenue Clemenceau (SG Clean),9,1,0,0,0.5719
1280,79,Good,Condo Hotel Park Avenue Clemenceau (SG Clean),7,1,0,0,0.4404
1281,80,Spacious and comfortable two bedroom apartment in an excellent location. Would definitely stay again,Condo Hotel Park Avenue Clemenceau (SG Clean),9,0.469,0,0.531,0.8658
1282,81,Exceptional,Condo Hotel Park Avenue Clemenceau (SG Clean),10,0,0,1,0
1283,82,Pleasant,Condo Hotel Park Avenue Clemenceau (SG Clean),6,1,0,0,0.5106
1284,83,Good,Condo Hotel Park Avenue Clemenceau (SG Clean),7,1,0,0,0.4404
1285,84,Okay,Condo Hotel Park Avenue Clemenceau (SG Clean),5.8,1,0,0,0.2263
1286,85,Good short term family stay in great location.,Condo Hotel Park Avenue Clemenceau (SG Clean),7,0.538,0,0.462,0.7906
1287,86,Pleasant,Condo Hotel Park Avenue Clemenceau (SG Clean),6.7,1,0,0,0.5106
1288,87,Wonderful,Condo Hotel Park Avenue Clemenceau (SG Clean),9.2,1,0,0,0.5719
1289,88,"Great location, clean and spacious appartment, clise to mrt and getting around made so easy.",Condo Hotel Park Avenue Clemenceau (SG Clean),10,0.468,0,0.532,0.8895
1290,89,Very Good,Condo Hotel Park Avenue Clemenceau (SG Clean),8,0.762,0,0.238,0.4927
1291,90,Very Good,Condo Hotel Park Avenue Clemenceau (SG Clean),8.3,0.762,0,0.238,0.4927
1292,91,Great place!,Condo Hotel Park Avenue Clemenceau (SG Clean),9.6,0.815,0,0.185,0.6588
1293,92,Very Good,Condo Hotel Park Avenue Clemenceau (SG Clean),8,0.762,0,0.238,0.4927
1294,93,"I would definitely stay here again, staff were very friendly and the location was great",Condo Hotel Park Avenue Clemenceau (SG Clean),9,0.483,0,0.517,0.8832
1295,94,Wonderful,Condo Hotel Park Avenue Clemenceau (SG Clean),9,1,0,0,0.5719
1296,95,Excellent,Condo Hotel Park Avenue Clemenceau (SG Clean),8.8,1,0,0,0.5719
1297,96,Pleasant,Condo Hotel Park Avenue Clemenceau (SG Clean),6,1,0,0,0.5106
1298,97,Exceptional,Condo Hotel Park Avenue Clemenceau (SG Clean),9.6,0,0,1,0
1299,98,Exceptional,Condo Hotel Park Avenue Clemenceau (SG Clean),10,0,0,1,0
1300,99,Great holiday in Singapore.,Condo Hotel Park Avenue Clemenceau (SG Clean),8,0.773,0,0.227,0.7783
1301,0,Exceptional,Hostel The Bohemian,10,0,0,1,0
1302,1,Well located hostel with very nice comforts.,Hostel The Bohemian,10,0.682,0,0.318,0.8211
1303,2,Exceptional,Hostel The Bohemian,10,0,0,1,0
1304,3,Pleasant,Hostel The Bohemian,6,1,0,0,0.5106
1305,4,Wonderful,Hostel The Bohemian,9,1,0,0,0.5719
1306,5,Wonderful,Hostel The Bohemian,9.2,1,0,0,0.5719
1307,6,Good,Hostel The Bohemian,7,1,0,0,0.4404
1308,7,Wonderful,Hostel The Bohemian,9.2,1,0,0,0.5719
1309,8,Exceptional,Hostel The Bohemian,9.6,0,0,1,0
1310,9,Very Good,Hostel The Bohemian,8,0.762,0,0.238,0.4927
1311,10,Wonderful,Hostel The Bohemian,9,1,0,0,0.5719
1312,11,Exceptional,Hostel The Bohemian,10,0,0,1,0
1313,12,Fair,Hostel The Bohemian,5,1,0,0,0.3182
1314,13,Very Good,Hostel The Bohemian,8.3,0.762,0,0.238,0.4927
1315,14,Wonderful,Hostel The Bohemian,9,1,0,0,0.5719
1316,15,Wonderful,Hostel The Bohemian,9.2,1,0,0,0.5719
1317,16,Very Good,Hostel The Bohemian,8.3,0.762,0,0.238,0.4927
1318,17,Overall a nice hostel in a good location!,Hostel The Bohemian,8,0.6,0,0.4,0.7177
1319,18,Cozy,Hostel The Bohemian,9,0,0,1,0
1320,19,Exceptional,Hostel The Bohemian,10,0,0,1,0
1321,20,Wonderful,Hostel The Bohemian,9,1,0,0,0.5719
1322,21,Exceptional,Hostel The Bohemian,10,0,0,1,0
1323,22,met 1 crockroach at last night and changed beds then. others are pretty good. we are welcomed during our stay,Hostel The Bohemian,7.9,0.347,0,0.653,0.8176
1324,23,Exceptional,Hostel The Bohemian,10,0,0,1,0
1325,24,Not so well but ok. Bohemian and Chic hostels are the sister businesses owned by one family.,Hostel The Bohemian,5,0.274,0.071,0.655,0.652
1326,25,Wonderful,Hostel The Bohemian,9.2,1,0,0,0.5719
1327,26,Very Good,Hostel The Bohemian,8,0.762,0,0.238,0.4927
1328,27,Exceptional,Hostel The Bohemian,10,0,0,1,0
1329,28,Decent hostel in excellent location with friendly staff,Hostel The Bohemian,10,0.535,0,0.465,0.7845
1330,29,Short stay,Hostel The Bohemian,7.5,0,0,1,0
1331,30,Very Good,Hostel The Bohemian,8.3,0.762,0,0.238,0.4927
1332,31,Lovely.,Hostel The Bohemian,8,1,0,0,0.5859
1333,32,Exceptional,Hostel The Bohemian,9.6,0,0,1,0
1334,33,Get what you pay for,Hostel The Bohemian,6.7,0,0.259,0.741,-0.1027
1335,34,Exceptional,Hostel The Bohemian,10,0,0,1,0
1336,35,Nice stay !,Hostel The Bohemian,8,0.756,0,0.244,0.4753
1337,36,Exceptional,Hostel The Bohemian,10,0,0,1,0
1338,37,Wonderful,Hostel The Bohemian,9,1,0,0,0.5719
1339,38,Exceptional,Hostel The Bohemian,10,0,0,1,0
1340,39,Great Hostel and Staff,Hostel The Bohemian,10,0.577,0,0.423,0.6249
1341,40,Old and trashy,Hostel The Bohemian,4.6,0,0,1,0
1342,41,Exceptional,Hostel The Bohemian,10,0,0,1,0
1343,42,Highly recommended,Hostel The Bohemian,10,0.677,0,0.323,0.2716
1344,43,Exceptional,Hostel The Bohemian,10,0,0,1,0
1345,44,Pleasant,Hostel The Bohemian,6,1,0,0,0.5106
1346,45,Beside what I didn't like it is still worth it,Hostel The Bohemian,8,0.173,0.192,0.636,-0.0541
1347,46,Awesome hostel!,Hostel The Bohemian,10,0.815,0,0.185,0.6588
1348,47,Very Good,Hostel The Bohemian,8,0.762,0,0.238,0.4927
1349,48,Very Good,Hostel The Bohemian,8,0.762,0,0.238,0.4927
1350,49,Excellent,Hostel The Bohemian,8.8,1,0,0,0.5719
1351,50,Good,Hostel The Bohemian,7,1,0,0,0.4404
1352,51,Excellent,Hostel The Bohemian,8.8,1,0,0,0.5719
1353,52,Recommend Hostel in Chinatown Singapore,Hostel The Bohemian,9.6,0.385,0,0.615,0.3612
1354,53,Fair,Hostel The Bohemian,5,1,0,0,0.3182
1355,54,Great location and hostel,Hostel The Bohemian,10,0.577,0,0.423,0.6249
1356,55,16 beds room in different hostel instead of booked 4 beds room with the same price,Hostel The Bohemian,5.4,0,0,1,0
1357,56,Okay,Hostel The Bohemian,5.8,1,0,0,0.2263
1358,57,Wonderful,Hostel The Bohemian,9.2,1,0,0,0.5719
1359,58,Exceptional,Hostel The Bohemian,10,0,0,1,0
1360,59,Solo travel through Singapore,Hostel The Bohemian,7,0,0,1,0
1361,60,Wonderful,Hostel The Bohemian,9,1,0,0,0.5719
1362,61,Location and service in Chinatown - MRT Exit E,Hostel The Bohemian,8,0,0,1,0
1363,62,Exceptional,Hostel The Bohemian,10,0,0,1,0
1364,63,Very Good,Hostel The Bohemian,8,0.762,0,0.238,0.4927
1365,64,Exceptional,Hostel The Bohemian,10,0,0,1,0
1366,65,Exceptional,Hostel The Bohemian,9.6,0,0,1,0
1367,66,I will back soon,Hostel The Bohemian,8.3,0,0,1,0
1368,67,Good,Hostel The Bohemian,7.5,1,0,0,0.4404
1369,68,Exceptional,Hostel The Bohemian,10,0,0,1,0
1370,69,Exceptional,Hostel The Bohemian,10,0,0,1,0
1371,70,Good,Hostel The Bohemian,7.1,1,0,0,0.4404
1372,71,Good,Hostel The Bohemian,7.9,1,0,0,0.4404
1373,72,Very Good,Hostel The Bohemian,8.3,0.762,0,0.238,0.4927
1374,73,the bohemian experience,Hostel The Bohemian,10,0,0,1,0
1375,74,Wonderful,Hostel The Bohemian,9,1,0,0,0.5719
1376,75,Good,Hostel The Bohemian,7.9,1,0,0,0.4404
1377,76,Good,Hostel The Bohemian,7.1,1,0,0,0.4404
1378,77,Wonderful,Hostel The Bohemian,9.2,1,0,0,0.5719
1379,78,Wonderful,Hostel The Bohemian,9,1,0,0,0.5719
1380,79,good value for money,Hostel The Bohemian,7,0.726,0,0.274,0.6486
1381,80,Good,Hostel The Bohemian,7.5,1,0,0,0.4404
1382,81,Disappointing,Hostel The Bohemian,4,0,1,0,-0.4939
1383,82,"Brilliant location, amazing facilities",Hostel The Bohemian,9.6,0.792,0,0.208,0.8225
1384,83,Good,Hostel The Bohemian,7.5,1,0,0,0.4404
1385,84,Excellent,Hostel The Bohemian,8.8,1,0,0,0.5719
1386,85,Inadequate bathroom/shower facilities,Hostel The Bohemian,4.2,0,0.574,0.426,-0.4019
1387,86,Great location and the staff was very polite and helpful. Rooms were good and clean. They also provide free shuttle for,Hostel The Bohemian,8.8,0.501,0,0.499,0.9438
1388,87,Wonderful,Hostel The Bohemian,9.2,1,0,0,0.5719
1389,88,Exceptional,Hostel The Bohemian,10,0,0,1,0
1390,89,Wonderful,Hostel The Bohemian,9.2,1,0,0,0.5719
1391,90,Good,Hostel The Bohemian,7.1,1,0,0,0.4404
1392,91,Exceptional,Hostel The Bohemian,10,0,0,1,0
1393,92,Centered,Hostel The Bohemian,10,0,0,1,0
1394,93,Very Good,Hostel The Bohemian,8.3,0.762,0,0.238,0.4927
1395,94,Staff was great,Hostel The Bohemian,7.1,0.672,0,0.328,0.6249
1396,95,Good,Hostel The Bohemian,7.9,1,0,0,0.4404
1397,96,The stay was great. Value for money.,Hostel The Bohemian,8.3,0.565,0,0.435,0.7579
1398,97,would do it again,Hostel The Bohemian,8.3,0,0,1,0
1399,98,Exceptional,Hostel The Bohemian,10,0,0,1,0
1400,99,It was an excellent stay.,Hostel The Bohemian,9.6,0.481,0,0.519,0.5719
1401,0,Exceptional,Hotel JEN Singapore Orchardgateway by Shangri-La - SG Clean,10,0,0,1,0
1402,1,fabulous hotel,Hotel JEN Singapore Orchardgateway by Shangri-La - SG Clean,9,0.773,0,0.227,0.5267
1403,2,Pleasant,Hotel JEN Singapore Orchardgateway by Shangri-La - SG Clean,6,1,0,0,0.5106
1404,3,Exceptional,Hotel JEN Singapore Orchardgateway by Shangri-La - SG Clean,10,0,0,1,0
1405,4,Exceptional,Hotel JEN Singapore Orchardgateway by Shangri-La - SG Clean,10,0,0,1,0
1406,5,Wonderful,Hotel JEN Singapore Orchardgateway by Shangri-La - SG Clean,9,1,0,0,0.5719
1407,6,Exceptional,Hotel JEN Singapore Orchardgateway by Shangri-La - SG Clean,10,0,0,1,0
1408,7,Pleasant,Hotel JEN Singapore Orchardgateway by Shangri-La - SG Clean,6,1,0,0,0.5106
1409,8,Great stay. But was a little upset as there’s no complimentary cake served as promised. Was celebrating my bf’s birthday,Hotel JEN Singapore Orchardgateway by Shangri-La - SG Clean,8,0.439,0.172,0.389,0.8732
1410,9,"Great location, great service, need better bed",Hotel JEN Singapore Orchardgateway by Shangri-La - SG Clean,8,0.735,0,0.265,0.9022
1411,10,Great stay & great location.,Hotel JEN Singapore Orchardgateway by Shangri-La - SG Clean,10,0.804,0,0.196,0.8481
1412,11,Very Good,Hotel JEN Singapore Orchardgateway by Shangri-La - SG Clean,8,0.762,0,0.238,0.4927
1413,12,"perfect location, efficient and friendly staff and beautiful rooftop terrace and pool",Hotel JEN Singapore Orchardgateway by Shangri-La - SG Clean,8,0.63,0,0.37,0.9274
1414,13,First stay and received great hospitality,Hotel JEN Singapore Orchardgateway by Shangri-La - SG Clean,9,0.451,0,0.549,0.6249
1415,14,Very Good,Hotel JEN Singapore Orchardgateway by Shangri-La - SG Clean,8,0.762,0,0.238,0.4927
1416,15,Superb stay,Hotel JEN Singapore Orchardgateway by Shangri-La - SG Clean,10,0.804,0,0.196,0.6249
1417,16,"For a weekend stay a great hotel, close to the most of the attractions in Singapore",Hotel JEN Singapore Orchardgateway by Shangri-La - SG Clean,9,0.374,0,0.626,0.8
1418,17,Good,Hotel JEN Singapore Orchardgateway by Shangri-La - SG Clean,7,1,0,0,0.4404
1419,18,Good,Hotel JEN Singapore Orchardgateway by Shangri-La - SG Clean,7,1,0,0,0.4404
1420,19,great vacation - setting the standards in hospitality,Hotel JEN Singapore Orchardgateway by Shangri-La - SG Clean,8,0.406,0,0.594,0.6249
1421,20,"Great pool, good location caters to both business and holiday traveller",Hotel JEN Singapore Orchardgateway by Shangri-La - SG Clean,9,0.548,0,0.452,0.8658
1422,21,Very convenient location with all the comforts of home.,Hotel JEN Singapore Orchardgateway by Shangri-La - SG Clean,10,0.279,0,0.721,0.4767
1423,22,hotel is average for the price it charges,Hotel JEN Singapore Orchardgateway by Shangri-La - SG Clean,6,0,0.231,0.769,-0.2732
1424,23,Very Good,Hotel JEN Singapore Orchardgateway by Shangri-La - SG Clean,8,0.762,0,0.238,0.4927
1425,24,Very Good,Hotel JEN Singapore Orchardgateway by Shangri-La - SG Clean,8,0.762,0,0.238,0.4927
1426,25,Exceptional,Hotel JEN Singapore Orchardgateway by Shangri-La - SG Clean,10,0,0,1,0
